Site_ID,Sample_ID,Data_Source,Latitude_Degrees,Longitude_Degrees,Ocean_Name,Reef_ID,Realm_Name,Ecoregion_Name,Country_Name,State_Island_Province_Name,City_Town_Name,Site_Name,Distance_to_Shore,Exposure,Turbidity,Cyclone_Frequency,Date_Day,Date_Month,Date_Year,Depth_m,Substrate_Name,Percent_Cover,Bleaching_Level,Percent_Bleaching,ClimSST,Temperature_Kelvin,Temperature_Mean,Temperature_Minimum,Temperature_Maximum,Temperature_Kelvin_Standard_Deviation,Windspeed,SSTA,SSTA_Standard_Deviation,SSTA_Mean,SSTA_Minimum,SSTA_Maximum,SSTA_Frequency,SSTA_Frequency_Standard_Deviation,SSTA_FrequencyMax,SSTA_FrequencyMean,SSTA_DHW,SSTA_DHW_Standard_Deviation,SSTA_DHWMax,SSTA_DHWMean,TSA,TSA_Standard_Deviation,TSA_Minimum,TSA_Maximum,TSA_Mean,TSA_Frequency,TSA_Frequency_Standard_Deviation,TSA_FrequencyMax,TSA_FrequencyMean,TSA_DHW,TSA_DHW_Standard_Deviation,TSA_DHWMax,TSA_DHWMean,Date,Site_Comments,Sample_Comments,Bleaching_Comments,coord_key,cluster_id,cluster_size,likely_same_reef
10234,21131,Safaie,-23.4384,151.9182,Pacific,nd,Central Indo-Pacific,Southern Great Barrier Reef,Australia,Queensland,Great Barrier Reef Marine Park,nd,390.34,Sheltered,0.0731,51.57,25,2,2007,1,nd,nd,nd,0,299.3,298.7,297.35,292.83,302.86,2.22,9,-1.45,0.72,0,-4.33,2.9,2,3.98,19,3,0,2.65,17.68,1.33,-1.57,2.22,-7.44,2.58,-2.91,0,1.99,7,1,0,1.53,12.13,0.44,2007-02-25,nd,nd,nd,"-23.4384,151.9182",2,294,True
7,10313996,Reef_Check,-19.1219,146.8808,Pacific,146.52.850E.19.07.313S,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,Magnetic Island,nd,126.24,Sometimes,0.1384,43.39,8,10,2006,4,Hard Coral,29.38,Population,0,300.52,298.19,299.07,292.2,305.77,2.88,7,-0.32,0.98,0,-3.33,3.34,7,5.32,29,7,0,3.32,19.92,2.78,-4.29,2.88,-10.28,3.27,-3.41,2,1.46,6,1,0,1.49,10.49,0.62,2006-10-08,nd,nd,nd,"-19.1219,146.8808",0,1731,True
7,10313996,Reef_Check,-19.1219,146.8808,Pacific,146.52.850E.19.07.313S,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,Magnetic Island,nd,126.24,Sometimes,0.1384,43.39,8,10,2006,4,Nutrient Indicator Algae,0.62,Population,0,300.52,298.19,299.07,292.2,305.77,2.88,7,-0.32,0.98,0,-3.33,3.34,7,5.32,29,7,0,3.32,19.92,2.78,-4.29,2.88,-10.28,3.27,-3.41,2,1.46,6,1,0,1.49,10.49,0.62,2006-10-08,nd,nd,nd,"-19.1219,146.8808",0,1731,True
8,10313998,Reef_Check,-18.9561,146.9562,Pacific,146.57.22.5E.18.57.21.8S,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,nd,nd,19577.87,Exposed,0.0599,43.97,15,5,2005,5,Hard Coral,5,Population,0,299.07,298.49,299.05,293.35,304.85,2.58,2,-0.59,2.58,0,-3.82,5.83,21,3.03,27,20,18.34,13.92,48.5,12.61,-0.59,2.58,-5.73,5.75,-0.03,21,3.1,27,20,17.89,13.67,47.72,12.35,2005-05-15,nd,nd,nd,"-18.9561,146.9562",0,1731,True
8,10313998,Reef_Check,-18.9561,146.9562,Pacific,146.57.22.5E.18.57.21.8S,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,nd,nd,19577.87,Exposed,0.0599,43.97,15,5,2005,5,Nutrient Indicator Algae,31.25,Population,0,299.07,298.49,299.05,293.35,304.85,2.58,2,-0.59,2.58,0,-3.82,5.83,21,3.03,27,20,18.34,13.92,48.5,12.61,-0.59,2.58,-5.73,5.75,-0.03,21,3.1,27,20,17.89,13.67,47.72,12.35,2005-05-15,nd,nd,nd,"-18.9561,146.9562",0,1731,True
8,10314001,Reef_Check,-18.9561,146.9562,Pacific,146.57.375E.18.57.364S,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,nd,nd,19577.87,Exposed,0.0599,43.97,31,1,2004,4,Hard Coral,0,Population,0,299.02,303.64,299.05,293.35,304.85,2.58,5,4.61,2.58,0,-3.82,5.83,21,3.03,27,20,25.67,13.92,48.5,12.61,4.54,2.58,-5.73,5.75,-0.03,21,3.1,27,20,25.4,13.67,47.72,12.35,2004-01-31,nd,nd,nd,"-18.9561,146.9562",0,1731,True
8,10314001,Reef_Check,-18.9561,146.9562,Pacific,146.57.375E.18.57.364S,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,nd,nd,19577.87,Exposed,0.0599,43.97,31,1,2004,4,Nutrient Indicator Algae,12.5,Population,0,299.02,303.64,299.05,293.35,304.85,2.58,5,4.61,2.58,0,-3.82,5.83,21,3.03,27,20,25.67,13.92,48.5,12.61,4.54,2.58,-5.73,5.75,-0.03,21,3.1,27,20,25.4,13.67,47.72,12.35,2004-01-31,nd,nd,nd,"-18.9561,146.9562",0,1731,True
8,10314002,Reef_Check,-18.9561,146.9562,Pacific,146.57.375E.18.57.364S,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,nd,nd,19577.87,Exposed,0.0599,43.97,15,5,2005,5,Hard Coral,9.38,Population,0,299.07,298.49,299.05,293.35,304.85,2.58,2,-0.59,2.58,0,-3.82,5.83,21,3.03,27,20,18.34,13.92,48.5,12.61,-0.59,2.58,-5.73,5.75,-0.03,21,3.1,27,20,17.89,13.67,47.72,12.35,2005-05-15,nd,nd,nd,"-18.9561,146.9562",0,1731,True
8,10314002,Reef_Check,-18.9561,146.9562,Pacific,146.57.375E.18.57.364S,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,nd,nd,19577.87,Exposed,0.0599,43.97,15,5,2005,5,Nutrient Indicator Algae,37.5,Population,0,299.07,298.49,299.05,293.35,304.85,2.58,2,-0.59,2.58,0,-3.82,5.83,21,3.03,27,20,18.34,13.92,48.5,12.61,-0.59,2.58,-5.73,5.75,-0.03,21,3.1,27,20,17.89,13.67,47.72,12.35,2005-05-15,nd,nd,nd,"-18.9561,146.9562",0,1731,True
9,10314035,Reef_Check,-18.7979,147.5206,Pacific,147.31.239E.18.47.875S,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,Great Barrier Reef Marine Park,nd,57425.12,Sheltered,0.0484,48.94,2,4,2008,9,Hard Coral,69.38,Population,0,298.87,299.51,299.19,294.01,304.44,2.06,5,-0.93,0.79,0,-2.94,2.76,0,5.54,29,5,0,2.89,16.4,1.77,-2.24,2.06,-7.73,2.69,-2.55,0,1.43,6,1,0,1.13,9.46,0.35,2008-04-02,nd,nd,nd,"-18.7979,147.5206",0,1731,True
9,10314035,Reef_Check,-18.7979,147.5206,Pacific,147.31.239E.18.47.875S,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,Great Barrier Reef Marine Park,nd,57425.12,Sheltered,0.0484,48.94,2,4,2008,9,Nutrient Indicator Algae,1.88,Population,0,298.87,299.51,299.19,294.01,304.44,2.06,5,-0.93,0.79,0,-2.94,2.76,0,5.54,29,5,0,2.89,16.4,1.77,-2.24,2.06,-7.73,2.69,-2.55,0,1.43,6,1,0,1.13,9.46,0.35,2008-04-02,nd,nd,nd,"-18.7979,147.5206",0,1731,True
10,10314059,Reef_Check,-18.7974,147.52,Pacific,147.51997E.18.79744S,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,Great Barrier Reef Marine Park,nd,57467.04,Sheltered,0.0484,48.94,9,7,2017,5,Hard Coral,28.75,Population,0,296.66,297.04,299.19,294.01,304.44,2.06,6,0.42,0.79,0,-2.94,2.76,19,5.54,29,5,0,2.89,16.4,1.77,-4.71,2.06,-7.73,2.69,-2.55,6,1.43,6,1,0,1.13,9.46,0.35,2017-07-09,nd,nd,nd,"-18.7974,147.52",0,1731,True
10,10314059,Reef_Check,-18.7974,147.52,Pacific,147.51997E.18.79744S,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,Great Barrier Reef Marine Park,nd,57467.04,Sheltered,0.0484,48.94,9,7,2017,5,Nutrient Indicator Algae,0.62,Population,0,296.66,297.04,299.19,294.01,304.44,2.06,6,0.42,0.79,0,-2.94,2.76,19,5.54,29,5,0,2.89,16.4,1.77,-4.71,2.06,-7.73,2.69,-2.55,6,1.43,6,1,0,1.13,9.46,0.35,2017-07-09,nd,nd,nd,"-18.7974,147.52",0,1731,True
11,10314060,Reef_Check,-18.796,147.5213,Pacific,147.52132E.18.79603S,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,Great Barrier Reef Marine Park,nd,57656.01,Sheltered,0.0484,48.94,9,7,2017,2,Hard Coral,35,Population,0,296.66,297.04,299.19,294.01,304.44,2.06,6,0.42,0.79,0,-2.94,2.76,19,5.54,29,5,0,2.89,16.4,1.77,-4.71,2.06,-7.73,2.69,-2.55,6,1.43,6,1,0,1.13,9.46,0.35,2017-07-09,nd,nd,nd,"-18.796,147.5213",0,1731,True
11,10314060,Reef_Check,-18.796,147.5213,Pacific,147.52132E.18.79603S,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,Great Barrier Reef Marine Park,nd,57656.01,Sheltered,0.0484,48.94,9,7,2017,2,Nutrient Indicator Algae,4.38,Population,0,296.66,297.04,299.19,294.01,304.44,2.06,6,0.42,0.79,0,-2.94,2.76,19,5.54,29,5,0,2.89,16.4,1.77,-4.71,2.06,-7.73,2.69,-2.55,6,1.43,6,1,0,1.13,9.46,0.35,2017-07-09,nd,nd,nd,"-18.796,147.5213",0,1731,True
14,10314022,Reef_Check,-18.6872,147.0968,Pacific,147.09683E.18.68716S,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,Great Barrier Reef Marine Park,nd,43199.05,Sheltered,0.0546,43.31,7,7,2017,4,Hard Coral,18.75,Population,0,296.51,297.16,299.19,293.47,304.75,2.2,6,0.77,0.82,0,-3.18,2.86,21,6.09,32,6,0,3.07,16.81,2.01,-4.77,2.2,-8.46,2.81,-2.73,7,1.44,7,1,0,1.32,11.14,0.46,2017-07-07,nd,nd,nd,"-18.6872,147.0968",0,1731,True
14,10314022,Reef_Check,-18.6872,147.0968,Pacific,147.09683E.18.68716S,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,Great Barrier Reef Marine Park,nd,43199.05,Sheltered,0.0546,43.31,7,7,2017,4,Nutrient Indicator Algae,2.5,Population,0,296.51,297.16,299.19,293.47,304.75,2.2,6,0.77,0.82,0,-3.18,2.86,21,6.09,32,6,0,3.07,16.81,2.01,-4.77,2.2,-8.46,2.81,-2.73,7,1.44,7,1,0,1.32,11.14,0.46,2017-07-07,nd,nd,nd,"-18.6872,147.0968",0,1731,True
16,10313871,Reef_Check,-18.6689,146.507,Pacific,146.30.25.3E.18.40.8.2S,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,Palm Islands,nd,528.77,Sheltered,0.0681,48.95,25,9,2006,2,Hard Coral,29.38,Population,0,299.55,296.46,299.22,293.04,305.92,2.72,6,-1.11,1,0,-4.48,3.67,7,6.05,32,7,2.94,3.66,19.81,2.93,-6.03,2.72,-9.44,3.42,-3.26,2,1.82,8,1,0,1.67,12.97,0.65,2006-09-25,nd,nd,nd,"-18.6689,146.507",0,1731,True
16,10313871,Reef_Check,-18.6689,146.507,Pacific,146.30.25.3E.18.40.8.2S,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,Palm Islands,nd,528.77,Sheltered,0.0681,48.95,25,9,2006,2,Nutrient Indicator Algae,0.62,Population,0,299.55,296.46,299.22,293.04,305.92,2.72,6,-1.11,1,0,-4.48,3.67,7,6.05,32,7,2.94,3.66,19.81,2.93,-6.03,2.72,-9.44,3.42,-3.26,2,1.82,8,1,0,1.67,12.97,0.65,2006-09-25,nd,nd,nd,"-18.6689,146.507",0,1731,True
16,10313872,Reef_Check,-18.6689,146.507,Pacific,146.30.421E.18.40.137S,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,Palm Islands,nd,528.77,Sheltered,0.0681,48.95,21,9,2005,3,Hard Coral,18.12,Population,0,299.55,297.56,299.22,293.04,305.92,2.72,5,-0.07,1,0,-4.48,3.67,3,6.05,32,7,1.6,3.66,19.81,2.93,-4.93,2.72,-9.44,3.42,-3.26,0,1.82,8,1,0,1.67,12.97,0.65,2005-09-21,nd,nd,nd,"-18.6689,146.507",0,1731,True
16,10313872,Reef_Check,-18.6689,146.507,Pacific,146.30.421E.18.40.137S,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,Palm Islands,nd,528.77,Sheltered,0.0681,48.95,21,9,2005,3,Nutrient Indicator Algae,0.62,Population,0,299.55,297.56,299.22,293.04,305.92,2.72,5,-0.07,1,0,-4.48,3.67,3,6.05,32,7,1.6,3.66,19.81,2.93,-4.93,2.72,-9.44,3.42,-3.26,0,1.82,8,1,0,1.67,12.97,0.65,2005-09-21,nd,nd,nd,"-18.6689,146.507",0,1731,True
16,10313873,Reef_Check,-18.6689,146.507,Pacific,146.30.421E.18.40.137S,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,Palm Islands,nd,528.77,Sheltered,0.0681,48.95,25,9,2006,4,Hard Coral,18.75,Population,0,299.55,296.46,299.22,293.04,305.92,2.72,6,-1.11,1,0,-4.48,3.67,7,6.05,32,7,2.94,3.66,19.81,2.93,-6.03,2.72,-9.44,3.42,-3.26,2,1.82,8,1,0,1.67,12.97,0.65,2006-09-25,nd,nd,nd,"-18.6689,146.507",0,1731,True
16,10313873,Reef_Check,-18.6689,146.507,Pacific,146.30.421E.18.40.137S,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,Palm Islands,nd,528.77,Sheltered,0.0681,48.95,25,9,2006,4,Nutrient Indicator Algae,0,Population,0,299.55,296.46,299.22,293.04,305.92,2.72,6,-1.11,1,0,-4.48,3.67,7,6.05,32,7,2.94,3.66,19.81,2.93,-6.03,2.72,-9.44,3.42,-3.26,2,1.82,8,1,0,1.67,12.97,0.65,2006-09-25,nd,nd,nd,"-18.6689,146.507",0,1731,True
16,10313874,Reef_Check,-18.6689,146.507,Pacific,146.30.42E.18.40.13S,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,Palm Islands,nd,528.77,Sheltered,0.0681,48.95,21,9,2005,3,Hard Coral,39.38,Population,0,299.55,297.56,299.22,293.04,305.92,2.72,5,-0.07,1,0,-4.48,3.67,3,6.05,32,7,1.6,3.66,19.81,2.93,-4.93,2.72,-9.44,3.42,-3.26,0,1.82,8,1,0,1.67,12.97,0.65,2005-09-21,nd,nd,nd,"-18.6689,146.507",0,1731,True
16,10313874,Reef_Check,-18.6689,146.507,Pacific,146.30.42E.18.40.13S,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,Palm Islands,nd,528.77,Sheltered,0.0681,48.95,21,9,2005,3,Nutrient Indicator Algae,0,Population,0,299.55,297.56,299.22,293.04,305.92,2.72,5,-0.07,1,0,-4.48,3.67,3,6.05,32,7,1.6,3.66,19.81,2.93,-4.93,2.72,-9.44,3.42,-3.26,0,1.82,8,1,0,1.67,12.97,0.65,2005-09-21,nd,nd,nd,"-18.6689,146.507",0,1731,True
16,10313876,Reef_Check,-18.6689,146.507,Pacific,146.30.42E.18.40.13S,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,Palm Islands,nd,528.77,Sheltered,0.0681,48.95,25,9,2006,3.5,Hard Coral,20,Population,0,299.55,296.46,299.22,293.04,305.92,2.72,6,-1.11,1,0,-4.48,3.67,7,6.05,32,7,2.94,3.66,19.81,2.93,-6.03,2.72,-9.44,3.42,-3.26,2,1.82,8,1,0,1.67,12.97,0.65,2006-09-25,nd,nd,nd,"-18.6689,146.507",0,1731,True
16,10313876,Reef_Check,-18.6689,146.507,Pacific,146.30.42E.18.40.13S,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,Palm Islands,nd,528.77,Sheltered,0.0681,48.95,25,9,2006,3.5,Nutrient Indicator Algae,0,Population,0,299.55,296.46,299.22,293.04,305.92,2.72,6,-1.11,1,0,-4.48,3.67,7,6.05,32,7,2.94,3.66,19.81,2.93,-6.03,2.72,-9.44,3.42,-3.26,2,1.82,8,1,0,1.67,12.97,0.65,2006-09-25,nd,nd,nd,"-18.6689,146.507",0,1731,True
43,10314073,Reef_Check,-20.0462,148.8785,Pacific,148.52.71E.20.02.77S,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,Whitsundays,nd,356.61,Sheltered,0.0557,47.44,1,5,2003,6,Hard Coral,45.62,Population,0,297.19,298.46,298.69,292.94,304.3,2.48,8,-0.47,0.88,0,-3.38,3.29,0,6.08,29,6,0,3.33,21.97,2.18,-3.17,2.48,-8.68,2.66,-2.93,0,2.01,8,1,0,1.6,10.99,0.61,2003-05-01,nd,nd,nd,"-20.0462,148.8785",0,1731,True
43,10314073,Reef_Check,-20.0462,148.8785,Pacific,148.52.71E.20.02.77S,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,Whitsundays,nd,356.61,Sheltered,0.0557,47.44,1,5,2003,6,Nutrient Indicator Algae,0.62,Population,0,297.19,298.46,298.69,292.94,304.3,2.48,8,-0.47,0.88,0,-3.38,3.29,0,6.08,29,6,0,3.33,21.97,2.18,-3.17,2.48,-8.68,2.66,-2.93,0,2.01,8,1,0,1.6,10.99,0.61,2003-05-01,nd,nd,nd,"-20.0462,148.8785",0,1731,True
43,10314074,Reef_Check,-20.0462,148.8785,Pacific,148.52.71E.20.02.77S,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,Whitsundays,nd,356.61,Sheltered,0.0557,47.44,10,6,2007,3,Hard Coral,57.5,Population,0,295.31,297.71,298.69,292.94,304.3,2.48,6,0.97,0.88,0,-3.38,3.29,0,6.08,29,6,0,3.33,21.97,2.18,-3.92,2.48,-8.68,2.66,-2.93,0,2.01,8,1,0,1.6,10.99,0.61,2007-06-10,nd,nd,nd,"-20.0462,148.8785",0,1731,True
43,10314074,Reef_Check,-20.0462,148.8785,Pacific,148.52.71E.20.02.77S,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,Whitsundays,nd,356.61,Sheltered,0.0557,47.44,10,6,2007,3,Nutrient Indicator Algae,0,Population,0,295.31,297.71,298.69,292.94,304.3,2.48,6,0.97,0.88,0,-3.38,3.29,0,6.08,29,6,0,3.33,21.97,2.18,-3.92,2.48,-8.68,2.66,-2.93,0,2.01,8,1,0,1.6,10.99,0.61,2007-06-10,nd,nd,nd,"-20.0462,148.8785",0,1731,True
45,10314067,Reef_Check,-20.039,148.8758,Pacific,148.52.55E.20.2.34S,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,Whitsundays,nd,562.43,Sheltered,0.0584,47.44,23,5,2009,5,Hard Coral,69.38,Population,0,295.76,298.32,298.69,292.94,304.3,2.48,5,0.58,0.88,0,-3.38,3.29,5,6.08,29,6,2.46,3.33,21.97,2.18,-3.31,2.48,-8.68,2.66,-2.93,0,2.01,8,1,0,1.6,10.99,0.61,2009-05-23,nd,nd,nd,"-20.039,148.8758",0,1731,True
45,10314067,Reef_Check,-20.039,148.8758,Pacific,148.52.55E.20.2.34S,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,Whitsundays,nd,562.43,Sheltered,0.0584,47.44,23,5,2009,5,Nutrient Indicator Algae,0,Population,0,295.76,298.32,298.69,292.94,304.3,2.48,5,0.58,0.88,0,-3.38,3.29,5,6.08,29,6,2.46,3.33,21.97,2.18,-3.31,2.48,-8.68,2.66,-2.93,0,2.01,8,1,0,1.6,10.99,0.61,2009-05-23,nd,nd,nd,"-20.039,148.8758",0,1731,True
52,10314203,Reef_Check,-19.7458,149.1659,Pacific,149.9.957E.19.44.746S,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,Great Barrier Reef Marine Park,nd,41586.65,Sheltered,0.0891,48.37,25,5,2008,5,Hard Coral,47.5,Population,0,298.57,296.94,298.59,293.64,303.52,2.24,7,-1.76,2.23,0,-3.13,5.05,15,3.12,26,19,4.04,12.28,41.46,10.65,-1.79,2.24,-5.08,4.78,-0.13,15,3.37,26,18,3.69,11.35,38.9,9.8,2008-05-25,nd,nd,nd,"-19.7458,149.1659",0,1731,True
52,10314203,Reef_Check,-19.7458,149.1659,Pacific,149.9.957E.19.44.746S,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,Great Barrier Reef Marine Park,nd,41586.65,Sheltered,0.0891,48.37,25,5,2008,5,Nutrient Indicator Algae,0.62,Population,0,298.57,296.94,298.59,293.64,303.52,2.24,7,-1.76,2.23,0,-3.13,5.05,15,3.12,26,19,4.04,12.28,41.46,10.65,-1.79,2.24,-5.08,4.78,-0.13,15,3.37,26,18,3.69,11.35,38.9,9.8,2008-05-25,nd,nd,nd,"-19.7458,149.1659",0,1731,True
52,10314208,Reef_Check,-19.7458,149.1659,Pacific,149.9.957E.19.44.746S,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,Great Barrier Reef Marine Park,nd,41586.65,Sheltered,0.0891,48.37,5,8,2017,5,Hard Coral,46.88,Population,0,298.59,296.16,298.59,293.64,303.52,2.24,5,-2.3,2.23,0,-3.13,5.05,24,3.12,26,19,0,12.28,41.46,10.65,-2.57,2.24,-5.08,4.78,-0.13,24,3.37,26,18,0,11.35,38.9,9.8,2017-08-05,nd,nd,nd,"-19.7458,149.1659",0,1731,True
52,10314208,Reef_Check,-19.7458,149.1659,Pacific,149.9.957E.19.44.746S,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,Great Barrier Reef Marine Park,nd,41586.65,Sheltered,0.0891,48.37,5,8,2017,5,Nutrient Indicator Algae,1.88,Population,0,298.59,296.16,298.59,293.64,303.52,2.24,5,-2.3,2.23,0,-3.13,5.05,24,3.12,26,19,0,12.28,41.46,10.65,-2.57,2.24,-5.08,4.78,-0.13,24,3.37,26,18,0,11.35,38.9,9.8,2017-08-05,nd,nd,nd,"-19.7458,149.1659",0,1731,True
53,10314195,Reef_Check,-19.7456,149.1658,Pacific,149.9.57E.19.44.44S,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,Great Barrier Reef Marine Park,nd,40871.05,Sheltered,0.0891,48.37,23,5,2009,5,Hard Coral,43.12,Population,0,298.57,298.19,298.59,293.64,303.52,2.24,6,-0.52,2.23,0,-3.13,5.05,23,3.12,26,19,15.6,12.28,41.46,10.65,-0.53,2.24,-5.08,4.78,-0.13,23,3.37,26,18,14.7,11.35,38.9,9.8,2009-05-23,nd,nd,nd,"-19.7456,149.1658",0,1731,True
53,10314195,Reef_Check,-19.7456,149.1658,Pacific,149.9.57E.19.44.44S,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,Great Barrier Reef Marine Park,nd,40871.05,Sheltered,0.0891,48.37,23,5,2009,5,Nutrient Indicator Algae,0,Population,0,298.57,298.19,298.59,293.64,303.52,2.24,6,-0.52,2.23,0,-3.13,5.05,23,3.12,26,19,15.6,12.28,41.46,10.65,-0.53,2.24,-5.08,4.78,-0.13,23,3.37,26,18,14.7,11.35,38.9,9.8,2009-05-23,nd,nd,nd,"-19.7456,149.1658",0,1731,True
54,10313929,Reef_Check,-19.1983,146.8152,Pacific,146.48.91E.19.11.90S,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,Magnetic Island,nd,2795.93,Sheltered,0.2197,43.52,23,6,2009,2,Hard Coral,16.25,Population,0,294.92,295.98,299.21,292.58,306.14,2.94,3,0.45,1.02,0,-3.28,3.59,4,5.96,30,7,5.57,3.91,23.3,2.93,-6.62,2.94,-10.01,3.53,-3.38,0,2.04,9,1,0,2.12,17.68,0.7,2009-06-23,nd,nd,nd,"-19.1983,146.8152",0,1731,True
54,10313929,Reef_Check,-19.1983,146.8152,Pacific,146.48.91E.19.11.90S,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,Magnetic Island,nd,2795.93,Sheltered,0.2197,43.52,23,6,2009,2,Nutrient Indicator Algae,19.38,Population,0,294.92,295.98,299.21,292.58,306.14,2.94,3,0.45,1.02,0,-3.28,3.59,4,5.96,30,7,5.57,3.91,23.3,2.93,-6.62,2.94,-10.01,3.53,-3.38,0,2.04,9,1,0,2.12,17.68,0.7,2009-06-23,nd,nd,nd,"-19.1983,146.8152",0,1731,True
54,10313933,Reef_Check,-19.1983,146.8152,Pacific,146.48.91E.19.11.90S,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,Magnetic Island,nd,2795.93,Sheltered,0.2197,43.52,23,9,2007,3,Hard Coral,42.5,Population,0,300.07,298.02,299.21,292.58,306.14,2.94,4,0.2,1.02,0,-3.28,3.59,2,5.96,30,7,1.17,3.91,23.3,2.93,-4.58,2.94,-10.01,3.53,-3.38,0,2.04,9,1,0,2.12,17.68,0.7,2007-09-23,nd,nd,nd,"-19.1983,146.8152",0,1731,True
54,10313933,Reef_Check,-19.1983,146.8152,Pacific,146.48.91E.19.11.90S,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,Magnetic Island,nd,2795.93,Sheltered,0.2197,43.52,23,9,2007,3,Nutrient Indicator Algae,0.62,Population,0,300.07,298.02,299.21,292.58,306.14,2.94,4,0.2,1.02,0,-3.28,3.59,2,5.96,30,7,1.17,3.91,23.3,2.93,-4.58,2.94,-10.01,3.53,-3.38,0,2.04,9,1,0,2.12,17.68,0.7,2007-09-23,nd,nd,nd,"-19.1983,146.8152",0,1731,True
55,10313925,Reef_Check,-19.1981,146.815,Pacific,146.48.54E.19.11.53S,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,Magnetic Island,nd,2865.08,Sheltered,0.2197,43.52,23,9,2007,3,Hard Coral,50,Population,0,300.07,298.02,299.21,292.58,306.14,2.94,4,0.2,1.02,0,-3.28,3.59,2,5.96,30,7,1.17,3.91,23.3,2.93,-4.58,2.94,-10.01,3.53,-3.38,0,2.04,9,1,0,2.12,17.68,0.7,2007-09-23,nd,nd,nd,"-19.1981,146.815",0,1731,True
55,10313925,Reef_Check,-19.1981,146.815,Pacific,146.48.54E.19.11.53S,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,Magnetic Island,nd,2865.08,Sheltered,0.2197,43.52,23,9,2007,3,Nutrient Indicator Algae,6.88,Population,0,300.07,298.02,299.21,292.58,306.14,2.94,4,0.2,1.02,0,-3.28,3.59,2,5.96,30,7,1.17,3.91,23.3,2.93,-4.58,2.94,-10.01,3.53,-3.38,0,2.04,9,1,0,2.12,17.68,0.7,2007-09-23,nd,nd,nd,"-19.1981,146.815",0,1731,True
56,10314014,Reef_Check,-19.1707,146.8485,Pacific,146.8485E.19.17067S,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,Magnetic Island,nd,145.07,Exposed,0.2173,43.52,7,7,2017,5,Hard Coral,52.5,Population,0,295.84,296.47,299.09,292.57,306.11,2.92,5,1.62,1.02,0,-3.32,3.72,18,5.73,32,8,3.7,3.68,19.04,3.14,-6,2.92,-9.89,3.63,-3.37,4,2.17,11,2,0,1.87,15.84,0.71,2017-07-07,nd,nd,nd,"-19.1707,146.8485",0,1731,True
